tool,repository,success,timeout,duration_sec,token_total,token_method,failure_reason,log_path,result_path,from_rerun
claude_code,"xknx",True,False,164.45,21816,usage_max,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/claude_code/xknx/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/claude_code/xknx/result.json",False
claude_code,"yapf",False,False,128.08,21756,usage_max,"phase2_guilty","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/claude_code/yapf/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/claude_code/yapf/result.json",False
open_code,"acme",True,False,631.82,59576,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/acme/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/acme/result.json",False
open_code,"adaptix",True,False,324.72,28331,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/adaptix/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/adaptix/result.json",False
open_code,"aiogram_dialog",True,False,430.55,30431,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/aiogram_dialog/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/aiogram_dialog/result.json",False
open_code,"ajenti",True,False,910.26,47477,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/ajenti/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/ajenti/result.json",False
open_code,"androidviewclient",True,False,235.35,40505,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/androidviewclient/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/androidviewclient/result.json",True
open_code,"apiflask",True,False,147.36,35150,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/apiflask/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/apiflask/result.json",False
open_code,"armi",True,False,531.2,60216,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/armi/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/armi/result.json",False
open_code,"asdf-standard",True,False,163.6,28620,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/asdf-standard/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/asdf-standard/result.json",False
open_code,"autograd",True,False,211.12,28724,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/autograd/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/autograd/result.json",False
open_code,"automlbenchmark",True,False,723.93,45680,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/automlbenchmark/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/automlbenchmark/result.json",False
open_code,"bitcart",False,False,906.22,33291,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/bitcart/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/bitcart/result.json",True
open_code,"briefcase",True,False,662.22,39811,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/briefcase/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/briefcase/result.json",False
open_code,"cantools",True,False,135.55,30612,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/cantools/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/cantools/result.json",False
open_code,"cclib",False,False,913.53,19570,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/cclib/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/cclib/result.json",True
open_code,"cellrank",False,False,915.23,31330,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/cellrank/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/cellrank/result.json",True
open_code,"cheroot",True,False,233.43,41936,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/cheroot/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/cheroot/result.json",False
open_code,"civet",False,False,905.3,50606,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/civet/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/civet/result.json",True
open_code,"columnflow",True,False,301.21,68940,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/columnflow/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/columnflow/result.json",True
open_code,"connexion",True,False,241.88,26024,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/connexion/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/connexion/result.json",True
open_code,"cookiecutter",True,False,118.41,41778,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/cookiecutter/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/cookiecutter/result.json",False
open_code,"datamol",True,False,441.96,39752,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/datamol/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/datamol/result.json",False
open_code,"datasets",True,False,813.3,61603,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/datasets/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/datasets/result.json",True
open_code,"dj-stripe",True,False,375.84,43031,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/dj-stripe/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/dj-stripe/result.json",True
open_code,"django-autocomplete-light",False,False,939.91,27752,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/django-autocomplete-light/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/django-autocomplete-light/result.json",True
open_code,"django-lfs",False,False,908.1,34130,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/django-lfs/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/django-lfs/result.json",True
open_code,"evox",False,False,910.85,49666,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/evox/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/evox/result.json",True
open_code,"fabric",True,False,218.97,50010,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/fabric/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/fabric/result.json",False
open_code,"fastapi-pagination",True,False,354.63,55320,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/fastapi-pagination/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/fastapi-pagination/result.json",False
open_code,"featuretools",True,False,903.95,67121,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/featuretools/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/featuretools/result.json",True
open_code,"fhempy",False,False,417.23,45118,step_max_monotonic,"phase2_guilty","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/fhempy/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/fhempy/result.json",True
open_code,"flavio",True,False,281.69,32089,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/flavio/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/flavio/result.json",False
open_code,"giskard",True,False,211.99,42881,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/giskard/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/giskard/result.json",False
open_code,"gpflow",True,False,711.85,55889,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/gpflow/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/gpflow/result.json",False
open_code,"great-tables",True,False,351.27,38817,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/great-tables/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/great-tables/result.json",False
open_code,"guardrails",True,False,290.58,45965,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/guardrails/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/guardrails/result.json",False
open_code,"hacs_waste_collection_schedule",True,False,367.72,57450,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/hacs_waste_collection_schedule/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/hacs_waste_collection_schedule/result.json",False
open_code,"huxley",True,False,485.64,66998,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/huxley/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/huxley/result.json",False
open_code,"hydra",True,False,364.93,67659,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/hydra/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/hydra/result.json",False
open_code,"ilamb",True,False,821.85,101610,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/ilamb/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/ilamb/result.json",False
open_code,"importlib_metadata",False,False,907.04,36677,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/importlib_metadata/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/importlib_metadata/result.json",True
open_code,"improv",True,False,761.49,53390,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/improv/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/improv/result.json",False
open_code,"kedro",True,False,324.75,28888,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/kedro/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/kedro/result.json",True
open_code,"kernel_tuner",True,False,232.49,39093,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/kernel_tuner/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/kernel_tuner/result.json",False
open_code,"keyring",True,False,150.67,36341,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/keyring/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/keyring/result.json",False
open_code,"kh2randomizer",False,False,454.47,46936,step_max_monotonic,"phase2_guilty","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/kh2randomizer/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/kh2randomizer/result.json",True
open_code,"langgraph",True,False,749.47,34323,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/langgraph/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/langgraph/result.json",False
open_code,"lark",True,False,99.98,28353,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/lark/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/lark/result.json",False
open_code,"lifelines",False,False,909.9,20382,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/lifelines/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/lifelines/result.json",True
open_code,"litgpt",True,False,733.63,72752,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/litgpt/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/litgpt/result.json",False
open_code,"luigi",True,False,312.11,34599,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/luigi/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/luigi/result.json",True
open_code,"meerkat",True,False,667.64,55619,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/meerkat/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/meerkat/result.json",False
open_code,"memegen",True,False,456.56,29458,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/memegen/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/memegen/result.json",False
open_code,"molecule",True,False,349.3,39935,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/molecule/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/molecule/result.json",False
open_code,"monty",True,False,82.01,25038,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/monty/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/monty/result.json",False
open_code,"mopidy",False,False,911.09,34789,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/mopidy/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/mopidy/result.json",True
open_code,"mteb",False,False,918.18,33041,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/mteb/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/mteb/result.json",True
open_code,"netbox",False,False,923.87,32728,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/netbox/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/netbox/result.json",True
open_code,"neuralforecast",False,False,922.79,32713,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/neuralforecast/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/neuralforecast/result.json",True
open_code,"neurogym",True,False,364.37,40196,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/neurogym/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/neurogym/result.json",False
open_code,"nevergrad",True,False,693.29,39986,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/nevergrad/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/nevergrad/result.json",True
open_code,"nonebot2",False,False,906.86,37603,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/nonebot2/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/nonebot2/result.json",True
open_code,"openqasm",True,False,254.4,60874,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/openqasm/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/openqasm/result.json",False
open_code,"piccolo",True,False,235.25,45066,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/piccolo/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/piccolo/result.json",False
open_code,"pip",True,False,301.75,43998,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pip/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pip/result.json",False
open_code,"pip-tools",True,False,287.66,60089,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pip-tools/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pip-tools/result.json",False
open_code,"platformio-core",False,False,1228.54,31918,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/platformio-core/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/platformio-core/result.json",True
open_code,"plotnine",True,False,464.5,37505,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/plotnine/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/plotnine/result.json",False
open_code,"plugin.video.netflix",True,False,397.65,58385,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/plugin.video.netflix/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/plugin.video.netflix/result.json",False
open_code,"poetry",True,False,350.42,51722,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/poetry/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/poetry/result.json",False
open_code,"pretalx",True,False,918.9,35705,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pretalx/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pretalx/result.json",False
open_code,"proselint",True,False,111.37,31987,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/proselint/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/proselint/result.json",False
open_code,"py-evm",True,False,826.25,38839,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/py-evm/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/py-evm/result.json",False
open_code,"pyftpdlib",True,False,358.2,43127,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pyftpdlib/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pyftpdlib/result.json",False
open_code,"pypose",True,False,383.93,30085,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pypose/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pypose/result.json",False
open_code,"pytest-xdist",True,False,254.19,25528,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pytest-xdist/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pytest-xdist/result.json",False
open_code,"python-control",True,False,497.89,30527,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/python-control/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/python-control/result.json",False
open_code,"python-holidays",True,False,300.09,28032,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/python-holidays/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/python-holidays/result.json",False
open_code,"pytorch-metric-learning",True,False,555.51,39151,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pytorch-metric-learning/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/pytorch-metric-learning/result.json",False
open_code,"recipe-scrapers",True,False,243.72,29072,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/recipe-scrapers/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/recipe-scrapers/result.json",False
open_code,"river",True,False,321.74,33698,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/river/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/river/result.json",False
open_code,"rl4co",True,False,659.63,42510,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/rl4co/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/rl4co/result.json",True
open_code,"robotframework",True,False,362.83,54441,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/robotframework/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/robotframework/result.json",True
open_code,"scvelo",True,False,572.07,65374,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/scvelo/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/scvelo/result.json",False
open_code,"sentry-python",True,False,521.58,48583,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/sentry-python/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/sentry-python/result.json",False
open_code,"skrub",True,False,795.75,42765,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/skrub/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/skrub/result.json",False
open_code,"smart_open",True,False,255.41,40344,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/smart_open/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/smart_open/result.json",False
open_code,"sphinx-gallery",True,False,331.55,56017,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/sphinx-gallery/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/sphinx-gallery/result.json",False
open_code,"supervision",True,False,437.74,44784,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/supervision/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/supervision/result.json",False
open_code,"tablib",True,False,822.59,21135,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/tablib/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/tablib/result.json",False
open_code,"tmuxp",True,False,118.56,41488,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/tmuxp/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/tmuxp/result.json",False
open_code,"torchgeo",False,False,921.7,41327,step_max_monotonic,"container_id_parse_failure","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/torchgeo/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/torchgeo/result.json",True
open_code,"tortoise-orm",True,False,111.62,25402,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/tortoise-orm/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/tortoise-orm/result.json",False
open_code,"trafilatura",True,False,387.72,41847,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/trafilatura/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/trafilatura/result.json",False
open_code,"trax",True,False,855.92,43869,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/trax/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/trax/result.json",False
open_code,"twine",True,False,130.54,22586,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/twine/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/twine/result.json",False
open_code,"umap",True,False,567.08,32395,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/umap/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/umap/result.json",False
open_code,"unyt",True,False,101.82,26126,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/unyt/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/unyt/result.json",False
open_code,"wagtailmenus",True,False,256.44,29539,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/wagtailmenus/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/wagtailmenus/result.json",False
open_code,"xknx",True,False,751.32,34859,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/xknx/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/xknx/result.json",False
open_code,"yapf",True,False,86.61,19984,step_max_monotonic,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/yapf/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/open_code/yapf/result.json",True
qwen_code,"acme",True,False,774.62,70765,usage_max,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/qwen_code/acme/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/qwen_code/acme/result.json",False
qwen_code,"adaptix",True,False,200.72,40479,usage_max,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/qwen_code/adaptix/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/qwen_code/adaptix/result.json",False
qwen_code,"aiogram_dialog",True,False,123.48,31867,usage_max,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/qwen_code/aiogram_dialog/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/qwen_code/aiogram_dialog/result.json",False
qwen_code,"ajenti",False,False,401.73,150566,usage_max,"phase2_guilty","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/qwen_code/ajenti/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/qwen_code/ajenti/result.json",False
qwen_code,"androidviewclient",True,False,297.14,55987,usage_max,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/qwen_code/androidviewclient/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/qwen_code/androidviewclient/result.json",False
qwen_code,"apiflask",True,False,181.83,41223,usage_max,"","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/qwen_code/apiflask/run.log","experiment/results_merged_all_tools/merged_all_300_20260414-150349/artifacts/qwen_code/apiflask/result.json",False
